sex,age,cause,val,upper,lower
Both,<5 years,Diabetes and kidney diseases,40.14165079484,78.87467041149,19.59824126597
Both,2-4 years,Diabetes and kidney diseases,45.15960215274,99.93652586432,16.59127825453
Both,5-9 years,Diabetes and kidney diseases,73.55211504063,132.75880971847,43.42948325608
Both,10-14 years,Diabetes and kidney diseases,65.71317597973,115.7463148612,48.151319528070005
Both,15-19 years,Diabetes and kidney diseases,122.88621858227,147.64302095736,96.8714336359
Both,20-24 years,Diabetes and kidney diseases,91.10729277183,123.56830631823,66.32526491539001
Both,25-29 years,Diabetes and kidney diseases,160.17766891620002,209.38402010178,108.9289269343
Both,30-34 years,Diabetes and kidney diseases,341.38452242645997,403.99692166959,284.09978082931997
Both,35-39 years,Diabetes and kidney diseases,567.36722549087,690.91842609666,450.84926751971994
Both,40-44 years,Diabetes and kidney diseases,796.76416850148,903.12154893626,700.85039197168
Both,45-49 years,Diabetes and kidney diseases,1038.4890417986,1286.1593481300802,812.28870092276
Both,50-54 years,Diabetes and kidney diseases,1330.26591006044,1544.5822204173598,1115.59694419074
Both,55-59 years,Diabetes and kidney diseases,1708.4642322851,2011.71824588865,1451.78038553278
Both,60-64 years,Diabetes and kidney diseases,2126.6787246195,2514.43835549767,1801.29836061345
Both,65-69 years,Diabetes and kidney diseases,2458.12549120913,2887.30629490466,1977.58129347075
Both,70-74 years,Diabetes and kidney diseases,2604.7349771874997,3258.6883789287403,2021.4041088970296
Both,75-79 years,Diabetes and kidney diseases,2513.9550134424303,3180.4841179080204,1911.22398014743
Both,80-84 years,Diabetes and kidney diseases,2093.46694538412,2636.4895341272,1570.0116082657398
Both,85-89 years,Diabetes and kidney diseases,1620.89699887456,2090.1083298090502,1191.1754755835
Both,90-94 years,Diabetes and kidney diseases,1312.21031533248,1699.19239557557,938.31807884361
Both,95+ years,Diabetes and kidney diseases,1131.78245649782,1632.172252751,761.23212654002
Both,<1 year,Digestive diseases,247.71010021333,276.32548092909997,223.8937748545
Both,<5 years,Digestive diseases,339.21697635912,380.26463488334,307.91891433574
Both,2-4 years,Digestive diseases,390.84774869356,445.41456800507,346.12275774205
Both,5-9 years,Digestive diseases,544.0682128716301,630.39089061981,473.0406241038
Both,10-14 years,Digestive diseases,1133.54395776357,1358.95582453236,938.94697814865
Both,15-19 years,Digestive diseases,3587.34542156794,4372.1792447074495,2948.30444310335
Both,20-24 years,Digestive diseases,5561.26153250331,6829.55728144019,4518.52552821848
Both,25-29 years,Digestive diseases,7211.9194921793405,8763.45015421249,5828.926991795111
Both,30-34 years,Digestive diseases,8532.44810419221,10550.07008868653,6896.13134768196
Both,35-39 years,Digestive diseases,9649.49407790768,11995.91696366575,7791.68534227815
Both,40-44 years,Digestive diseases,10715.939144659991,13266.033687964273,8616.09504473426
Both,45-49 years,Digestive diseases,11927.54303384994,14383.26499235378,9704.608288065469
Both,50-54 years,Digestive diseases,14029.25096763792,16744.19414589623,11616.58431960219
Both,55-59 years,Digestive diseases,16236.42827411361,19366.62241146064,13489.88115067576
Both,60-64 years,Digestive diseases,18059.4437598365,21152.14588386787,15048.05255599154
Both,65-69 years,Digestive diseases,19481.109008539952,22426.6037663592,16752.695450116138
Both,70-74 years,Digestive diseases,20696.35637978354,23653.11573424404,17829.62818469857
Both,75-79 years,Digestive diseases,20845.167515170346,23788.40621062506,17998.96176026971
Both,80-84 years,Digestive diseases,20662.81849097626,23426.30249776714,17989.4817030578
Both,85-89 years,Digestive diseases,20903.23811036831,23501.87438612547,18398.76665073136
Both,90-94 years,Digestive diseases,21090.60826086485,23776.42262057915,18239.71592554024
Both,95+ years,Digestive diseases,21849.059764968228,26039.35847736741,18461.080454531988
Both,<1 year,Injuries,14228.98715836152,16453.470876266223,12337.97022216542
Both,<5 years,Injuries,14802.0238190892,17865.21832096262,12364.03210253713
Both,2-4 years,Injuries,15510.32751399206,19778.46919895602,12493.2866631486
Both,5-9 years,Injuries,18990.93629664836,24770.51699818936,14651.985013679669
Both,10-14 years,Injuries,20947.87319598658,27711.97590484401,16106.65674938129
Both,15-19 years,Injuries,22733.92688844202,29523.438477488016,18136.5757883165
Both,20-24 years,Injuries,23737.05335174029,29994.69432039162,18764.94067967991
Both,25-29 years,Injuries,22195.31413865003,27646.88770935746,18343.82543484318
Both,30-34 years,Injuries,20130.45999212344,24489.87315810394,16095.23857814654
Both,35-39 years,Injuries,19030.39185575859,22917.09503286357,15555.5928879761
Both,40-44 years,Injuries,19693.29180241845,24607.457034085688,15905.60529600714
Both,45-49 years,Injuries,26600.039680870992,33176.42976753334,19959.06754399252
Both,50-54 years,Injuries,31575.98733894516,39269.86818556809,24223.56890133444
Both,55-59 years,Injuries,32449.084392925244,39951.67554534517,25399.765392513003
Both,60-64 years,Injuries,31371.82757491005,39901.41405826428,24372.7252125985
Both,65-69 years,Injuries,28706.82726569712,37346.64730614199,22437.08060820543
Both,70-74 years,Injuries,29157.11965564506,36423.6629986518,22501.699411775666
Both,75-79 years,Injuries,28926.72846348801,35596.728069972574,22877.03473192872
Both,80-84 years,Injuries,28371.10362887085,34791.56298217838,22732.241836694287
Both,85-89 years,Injuries,29388.21676043828,36113.49950861157,23201.36283282602
Both,90-94 years,Injuries,32510.90081359369,39604.407266465976,26472.44686794303
Both,95+ years,Injuries,37279.06301661072,52946.30155249657,27419.80382311305
Both,<1 year,Mental disorders,1617.8676231580698,4118.6089110187595,477.14143231286
Both,<5 years,Mental disorders,717.00989710708,1147.42691961175,418.0817347197601
Both,2-4 years,Mental disorders,660.62926560496,1105.19671063635,387.00879521759
Both,5-9 years,Mental disorders,3907.77791976838,4948.32176545988,2909.57985086009
Both,10-14 years,Mental disorders,7984.683642821599,9737.0143773777,6303.82023223822
Both,15-19 years,Mental disorders,9430.81350797663,11449.36138544628,7655.380455776791
Both,20-24 years,Mental disorders,7825.09827846013,9702.73085233878,6291.8036243691895
Both,25-29 years,Mental disorders,7370.32544457753,8901.56905661014,6055.20493447259
Both,30-34 years,Mental disorders,6890.22095681754,8261.671287695151,5747.23800538993
Both,35-39 years,Mental disorders,6787.218337238771,8265.77257293868,5733.78134533738
Both,40-44 years,Mental disorders,6513.064813500349,7823.41628936418,5467.55608750996
Both,45-49 years,Mental disorders,6222.02926835166,7271.73925354001,5032.40980193457
Both,50-54 years,Mental disorders,6097.8414272460595,7113.193259944061,5007.5737222717
Both,55-59 years,Mental disorders,5602.83926601389,6724.61200495867,4630.55238019416
Both,60-64 years,Mental disorders,5479.151550543989,6559.53380072199,4537.5926896805
Both,65-69 years,Mental disorders,5284.57952657701,6354.05542983067,4377.60758432204
Both,70-74 years,Mental disorders,4980.18617151245,5966.51558599953,4029.29484160074
Both,75-79 years,Mental disorders,4902.90709718167,5839.73390329388,3867.83392266496
Both,80-84 years,Mental disorders,4761.38752936925,5763.56702859705,3888.44106135378
Both,85-89 years,Mental disorders,4747.51012871931,5545.55690602515,3938.07228472158
Both,90-94 years,Mental disorders,4827.6510331199,5896.495545801679,4044.34924072805
Both,95+ years,Mental disorders,4976.5486977291,6375.572879073089,3973.4178245111502
Both,<1 year,Musculoskeletal disorders,0.0,0.0,0.0
Both,<5 years,Musculoskeletal disorders,0.0,0.0,0.0
Both,2-4 years,Musculoskeletal disorders,0.0,0.0,0.0
Both,5-9 years,Musculoskeletal disorders,758.5667488015799,964.84755398423,594.42895650736
Both,10-14 years,Musculoskeletal disorders,2236.60461904672,2836.07139957394,1751.6531039872
Both,15-19 years,Musculoskeletal disorders,3161.18629128778,3989.61791175058,2436.34862209751
Both,20-24 years,Musculoskeletal disorders,3926.60201639926,4873.30760052336,2946.82715011444
Both,25-29 years,Musculoskeletal disorders,5102.393561395,6442.46529276995,3877.7367248653904
Both,30-34 years,Musculoskeletal disorders,6365.11914189308,7832.93954002668,4991.85245406678
Both,35-39 years,Musculoskeletal disorders,7597.57916007376,9516.428199279731,6067.39488498723
Both,40-44 years,Musculoskeletal disorders,8530.84596172308,10454.02163201528,7033.50500802437
Both,45-49 years,Musculoskeletal disorders,9486.90604451103,11246.49013390924,7780.847885097859
Both,50-54 years,Musculoskeletal disorders,10455.74434951063,12812.75799202414,8315.922402282431
Both,55-59 years,Musculoskeletal disorders,11184.48829127056,13337.635862263469,9217.02269919559
Both,60-64 years,Musculoskeletal disorders,11633.74574182032,13645.68639272943,9537.54454744579
Both,65-69 years,Musculoskeletal disorders,12199.13284914983,14630.45822010986,9888.829310066689
Both,70-74 years,Musculoskeletal disorders,13019.624041199551,15734.51650153352,10526.52394544715
Both,75-79 years,Musculoskeletal disorders,12947.12433519324,15641.29660950996,10501.23228224578
Both,80-84 years,Musculoskeletal disorders,12493.48471577507,15162.90739855126,9828.90705716197
Both,85-89 years,Musculoskeletal disorders,11485.58841449082,13842.37400075928,9209.02468908809
Both,90-94 years,Musculoskeletal disorders,10185.85421828022,12155.09353186549,8223.809305533721
Both,95+ years,Musculoskeletal disorders,9144.16147320011,11638.06066367134,7021.60425780553
Both,<1 year,Neoplasms,851.2552073386901,1105.57978151764,654.51157331755
Both,<5 years,Neoplasms,804.5571251516001,1024.19732596441,637.35250172097
Both,2-4 years,Neoplasms,768.3918925540701,969.25725376516,603.47424800569
Both,5-9 years,Neoplasms,541.85356987753,748.9372372254701,379.34533114229
Both,10-14 years,Neoplasms,506.79560180032,700.87760994472,333.42138013177
Both,15-19 years,Neoplasms,694.06564795917,980.58793851338,467.16127397385
Both,20-24 years,Neoplasms,986.95177962176,1334.39871941697,720.50455235068
Both,25-29 years,Neoplasms,1389.90762366663,2042.62985853922,951.61079815396
Both,30-34 years,Neoplasms,1925.02368731968,2630.61112466491,1414.92110107135
Both,35-39 years,Neoplasms,2561.67028288947,3498.13196572352,1757.53793711481
Both,40-44 years,Neoplasms,3295.7788180561297,4169.63966525435,2456.4162783275797
Both,45-49 years,Neoplasms,4123.37868157638,5543.54262711447,2963.8352051657603
Both,50-54 years,Neoplasms,5373.76287636336,6679.45986602922,4281.03048926221
Both,55-59 years,Neoplasms,7053.57822877096,8778.79851553741,5489.95223266628
Both,60-64 years,Neoplasms,9208.97000994369,11082.37112148765,7539.925424260489
Both,65-69 years,Neoplasms,11650.05616751856,14659.3402199523,9516.56483228121
Both,70-74 years,Neoplasms,13774.37686242061,16867.58146859255,11206.35898221145
Both,75-79 years,Neoplasms,15728.66033621679,18610.89130847703,12889.9189012115
Both,80-84 years,Neoplasms,17111.34409314892,20161.14108675037,14516.02609459203
Both,85-89 years,Neoplasms,18135.57728677859,20768.0742114702,15611.921630715313
Both,90-94 years,Neoplasms,18136.13294177667,20963.60660730011,15142.4200435895
Both,95+ years,Neoplasms,17436.523381888812,21032.51685645032,14234.35721774611
Both,<1 year,Neurological disorders,50.91419036133,79.83901168822001,30.512633458190003
Both,<5 years,Neurological disorders,48.05404872395,76.94727916764,28.32914026733
Both,2-4 years,Neurological disorders,47.01367427406,80.81918485874999,25.82426857498
Both,5-9 years,Neurological disorders,9786.80077885327,13506.55310755648,6550.971401399849
Both,10-14 years,Neurological disorders,17205.16483370776,22645.23068775527,12863.26970862751
Both,15-19 years,Neurological disorders,15670.295768028833,21220.076235032433,11196.49540876965
Both,20-24 years,Neurological disorders,15608.4388025241,22286.25827927834,10326.73076037903
Both,25-29 years,Neurological disorders,16791.29555945673,22129.101129654067,10534.44641219921
Both,30-34 years,Neurological disorders,17178.68231124065,22926.04591042248,10778.58473064898
Both,35-39 years,Neurological disorders,16068.02218116886,21515.19142170994,10547.54575959343
Both,40-44 years,Neurological disorders,14527.33742421597,19707.29888842568,10486.171451027889
Both,45-49 years,Neurological disorders,13969.13035718611,19897.41283033957,8470.85486705665
Both,50-54 years,Neurological disorders,14675.36127949815,20414.36051934678,10349.52671786462
Both,55-59 years,Neurological disorders,13931.111994621078,18647.19228119481,9662.72413580406
Both,60-64 years,Neurological disorders,12358.1798875607,17435.38351317962,8201.282203887531
Both,65-69 years,Neurological disorders,11004.61959965089,15322.35044339931,7712.93657851676
Both,70-74 years,Neurological disorders,11634.94778090791,15414.8763745571,7975.65999988809
Both,75-79 years,Neurological disorders,11993.303880549309,16221.20449689046,8376.302231841639
Both,80-84 years,Neurological disorders,12277.34691022175,16076.33571030891,8863.28011435469
Both,85-89 years,Neurological disorders,13336.29369502192,16914.98850744797,10299.39003160956
Both,90-94 years,Neurological disorders,15643.85027321274,20248.62513250402,12076.61863535547
Both,95+ years,Neurological disorders,18542.36024608204,24026.852673793008,13314.598844633729
Both,<1 year,Other non-communicable diseases,25932.137934099632,26820.484490004732,25251.51091476575
Both,<5 years,Other non-communicable diseases,47542.56085001931,62720.551697119874,33506.76073892548
Both,2-4 years,Other non-communicable diseases,66176.02703134372,91098.05212132298,43704.75942958762
Both,5-9 years,Other non-communicable diseases,129580.27370643908,161383.54417506146,94006.46307996564
Both,10-14 years,Other non-communicable diseases,62854.70393140434,94648.27389068856,38530.29335998307
Both,15-19 years,Other non-communicable diseases,61948.717816049946,74368.48913220888,49432.07122511927
Both,20-24 years,Other non-communicable diseases,75404.29968611228,82641.01699162729,64995.27218015953
Both,25-29 years,Other non-communicable diseases,74579.92803516149,84346.40185340904,64589.72525063801
Both,30-34 years,Other non-communicable diseases,70677.79573807023,80437.2590667059,61336.62230390455
Both,35-39 years,Other non-communicable diseases,67258.48025912845,78626.17392513475,58336.50196271941
Both,40-44 years,Other non-communicable diseases,62443.34554701605,72085.50011878496,53713.67091247033
Both,45-49 years,Other non-communicable diseases,54144.09118899352,62721.08115004768,45067.0561431314
Both,50-54 years,Other non-communicable diseases,46241.31507208149,54679.74349387661,39421.730426795
Both,55-59 years,Other non-communicable diseases,43543.26169768392,50826.567189799585,36737.07565661548
Both,60-64 years,Other non-communicable diseases,42243.173359189386,48263.66362290678,36135.85705631295
Both,65-69 years,Other non-communicable diseases,42051.93560462721,48289.33933321803,35896.93135969118
Both,70-74 years,Other non-communicable diseases,42356.68351394142,48420.232634783024,37059.58742058566
Both,75-79 years,Other non-communicable diseases,44117.50124394232,49576.63639203579,38383.06219834627
Both,80-84 years,Other non-communicable diseases,45907.42639640873,52406.87128561914,39858.54976362153
Both,85-89 years,Other non-communicable diseases,47595.945581882595,55716.3402691373,40303.43388984542
Both,90-94 years,Other non-communicable diseases,48399.72591484204,57073.75086009142,41307.27833708081
Both,95+ years,Other non-communicable diseases,47606.65533092034,60519.931870456545,39068.55128827142
Both,<1 year,Skin and subcutaneous diseases,22997.91050783124,24933.466872833094,21267.11231946283
Both,<5 years,Skin and subcutaneous diseases,22688.36587235998,25738.09832065992,20013.50716522779
Both,2-4 years,Skin and subcutaneous diseases,22776.22493889556,27884.903900704223,19117.05933749685
Both,5-9 years,Skin and subcutaneous diseases,24863.66683693297,29799.123140845928,21212.7715379905
Both,10-14 years,Skin and subcutaneous diseases,30111.37789198926,34923.84193077367,26621.59587833286
Both,15-19 years,Skin and subcutaneous diseases,29471.252897190257,31885.17298566553,27275.023069486047
Both,20-24 years,Skin and subcutaneous diseases,28047.030215358933,31046.63268152139,25268.61649628291
Both,25-29 years,Skin and subcutaneous diseases,30254.00343242568,33250.25144598564,27779.26195572421
Both,30-34 years,Skin and subcutaneous diseases,33199.10108021988,36651.36678432333,30215.38230446488
Both,35-39 years,Skin and subcutaneous diseases,34994.82429867387,38473.290750715474,32222.13085078375
Both,40-44 years,Skin and subcutaneous diseases,36762.10465418408,40360.12024724017,33981.178505417796
Both,45-49 years,Skin and subcutaneous diseases,40242.82174580049,44187.33397693352,37325.42787217823
Both,50-54 years,Skin and subcutaneous diseases,47322.90640934378,51401.16436933266,44078.76150428522
Both,55-59 years,Skin and subcutaneous diseases,53250.15274580199,58774.18350270917,48043.85364422202
Both,60-64 years,Skin and subcutaneous diseases,57963.16466538418,64223.03801240637,53552.21524638628
Both,65-69 years,Skin and subcutaneous diseases,74099.11027211543,80525.52396434978,68725.65668617144
Both,70-74 years,Skin and subcutaneous diseases,93271.33526412978,100053.99086627032,86785.95603314905
Both,75-79 years,Skin and subcutaneous diseases,97747.13732205569,104971.544871296,90961.34485719344
Both,80-84 years,Skin and subcutaneous diseases,107913.97652676424,115045.07735044154,101036.24109977492
Both,85-89 years,Skin and subcutaneous diseases,120091.68687197244,127393.85453534772,113405.58242330524
Both,90-94 years,Skin and subcutaneous diseases,118810.59657256171,127427.62215331224,110982.42526438185
Both,95+ years,Skin and subcutaneous diseases,116827.15258246553,127063.25841467516,107761.16557933332
Both,<1 year,Substance use disorders,95.78564077269,123.33389030955,73.43017855453
Both,<5 years,Substance use disorders,18.74267553648,24.13312757608,14.36831241229
Both,2-4 years,Substance use disorders,0.0,0.0,0.0
Both,5-9 years,Substance use disorders,0.0,0.0,0.0
Both,10-14 years,Substance use disorders,588.56262328607,914.22762785076,353.56984204148
Both,15-19 years,Substance use disorders,2673.74345246424,3267.1735023604097,2184.65959466216
Both,20-24 years,Substance use disorders,3446.69483782098,4100.92844199493,2753.0008250466103
Both,25-29 years,Substance use disorders,3839.7282902953502,4718.528570655741,3006.33733553768
Both,30-34 years,Substance use disorders,3774.59496601274,4616.80054548942,2922.59918861718
Both,35-39 years,Substance use disorders,3204.77538574723,3996.66491250331,2595.8231277689597
Both,40-44 years,Substance use disorders,2683.54142386003,3423.1489172317697,2073.70422627601
Both,45-49 years,Substance use disorders,2207.20561774017,2817.35228602532,1733.40392182289
Both,50-54 years,Substance use disorders,1810.88393033276,2365.56049489833,1353.44598617366
Both,55-59 years,Substance use disorders,1479.1584094812902,1901.28441492092,1102.16482421399
Both,60-64 years,Substance use disorders,1135.64855354601,1537.7004541856302,767.33642871723
Both,65-69 years,Substance use disorders,785.54865417643,1048.8917951396602,579.61834054989
Both,70-74 years,Substance use disorders,557.0054275172,778.23819449402,381.84187519089
Both,75-79 years,Substance use disorders,449.73214537107,616.82008282093,323.81247875415
Both,80-84 years,Substance use disorders,398.94047446069,537.72963719951,280.23466938629
Both,85-89 years,Substance use disorders,404.98340584353,570.99245176941,274.51179685476
Both,90-94 years,Substance use disorders,431.65901371668,611.78880927093,270.5234533861
Both,95+ years,Substance use disorders,473.34602485395,776.13747032378,237.53047496458
Female,<1 year,Cardiovascular diseases,28.54060528788,36.62886877209,22.56132879389
Female,0-6 days,Cardiovascular diseases,29.409737971850003,38.56883262788,22.88852508608
Female,<5 years,Cardiovascular diseases,26.62140100744,33.93896954584,21.40430320397
Female,2-4 years,Cardiovascular diseases,24.85748995428,32.97096550014,19.60951275608
Female,5-9 years,Cardiovascular diseases,18.04523284986,25.58160615479,12.77309559845
Female,10-14 years,Cardiovascular diseases,17.44959725456,23.93359294355,12.40351799246
Female,15-19 years,Cardiovascular diseases,24.8579087086,33.03393669507,17.64299699648
Female,25-29 years,Cardiovascular diseases,47.66148924137,59.58452452095,37.464078145319995
Female,30-34 years,Cardiovascular diseases,75.33781988049999,89.48802786847,63.381066223169995
Female,35-39 years,Cardiovascular diseases,119.11693455589,142.97673208824,98.96012012916
Female,40-44 years,Cardiovascular diseases,249.16605241938,282.44592700694,220.04915003403
Female,45-49 years,Cardiovascular diseases,371.97244470381,448.64246977601,303.15873108808
Female,50-54 years,Cardiovascular diseases,592.5636533243801,680.6123160831,510.0073179339899
Female,55-59 years,Cardiovascular diseases,906.9348182858,1116.43137781215,748.8093070830199
Female,60-64 years,Cardiovascular diseases,1636.31579353755,1913.1545542734,1408.02844090481
Female,65-69 years,Cardiovascular diseases,2751.65216910973,3246.61468788877,2324.93533698799
Female,70-74 years,Cardiovascular diseases,3823.7121089751495,4382.2400317639695,3346.1908567453
Female,75-79 years,Cardiovascular diseases,4841.61867994471,5957.71218303968,3951.23867866837
Female,80-84 years,Cardiovascular diseases,6048.0381696924305,7169.67022132473,5151.0484810136095
Female,85-89 years,Cardiovascular diseases,7255.20268652563,9477.48938476262,5687.14408811034
Female,90-94 years,Cardiovascular diseases,8148.86484624059,9640.6172050978,6779.012553612
Female,95+ years,Cardiovascular diseases,8961.76369023554,11202.99284067949,6971.070864843031
Female,<1 year,Chronic respiratory diseases,0.0,0.0,0.0
Female,0-6 days,Chronic respiratory diseases,0.0,0.0,0.0
Female,<5 years,Chronic respiratory diseases,2505.2766939786,3641.96477688825,1624.4266994545098
Female,2-4 years,Chronic respiratory diseases,2631.33784648294,4012.6792266285,1423.2961773911102
Female,5-9 years,Chronic respiratory diseases,1040.2710037343,1846.03450901983,512.1747292567701
Female,10-14 years,Chronic respiratory diseases,625.46049177353,1195.99965931839,268.06646414676
Female,15-19 years,Chronic respiratory diseases,505.11666885489,885.98863796257,226.52469979646995
Female,25-29 years,Chronic respiratory diseases,443.71292523427,740.89386767881,249.92363718973
Female,30-34 years,Chronic respiratory diseases,454.19210378644,722.30132883341,256.63914536579
Female,35-39 years,Chronic respiratory diseases,478.47200897358,780.89871115855,272.88778198182
Female,40-44 years,Chronic respiratory diseases,627.9512751183299,955.80597593941,395.22033550329
Female,45-49 years,Chronic respiratory diseases,810.1606825922901,1133.66581993453,575.95579702462
Female,50-54 years,Chronic respiratory diseases,832.79918226503,1174.44375785545,617.61021000191
Female,55-59 years,Chronic respiratory diseases,805.2840568021901,1128.74141774159,584.47988623511
Female,60-64 years,Chronic respiratory diseases,1345.37233321414,1697.00471270242,1049.36626625395
Female,65-69 years,Chronic respiratory diseases,1938.0802025131704,2365.07375380578,1617.06938357128
Female,70-74 years,Chronic respiratory diseases,2107.83867414944,2609.55786329273,1662.99254151089
